Prscrbr_Geo_Desc,Gnrc_Name,DY13,DY14,DY15,DY16,DY17,DY18,DY19,DY20,DY21
Georgia,Aliskiren Hemifumarate,8837,5551,4096,3362,"2,183",1784,1395,1140,976
Georgia,Aliskiren/Hydrochlorothiazide,2090,1270,982,842,590,415,316,216,155
Georgia,Allopurinol,250783,273174,292634,309040,"3,16,86943",315692,310920,307702,297582
Georgia,Almotriptan Malate,140,160,189,222,155,165,159,131,95
Georgia,Alogliptin Benz/Metformin Hcl,14,141,183,207,3829,64,962,21,21
Georgia,Alogliptin Benzoate,43,350,526,549,23990,272,1464,310,356
Georgia,Alosetron Hcl,248,273,233,222,17116,184,170,208,139
Georgia,Alpha-1-Proteinase Inhibitor,859,1060,1174,1198,2.64121E+11,1300,1246,1177,1353
Georgia,Alprazolam,393092,462829,506869,516548,"5,03,19488421243065326",473633,438407,426616,405211
Georgia,Amantadine Hcl,10005,11360,12051,13151,"14,529",15151,15094,14856,14515
Georgia,Ambrisentan,2726,2976,3241,3239,"3,023",3049,2703,2798,2756
Georgia,Amikacin Sulfate,261,347,270,272,273,334,270,262,241
Georgia,Amiloride Hcl,2345,2744,2858,2983,"3,045",3031,2755,2790,2652
Georgia,Amiloride/Hydrochlorothiazide,3328,3162,2922,2728,"2,299",1964,1578,1357,1208
Georgia,Aminocaproic Acid,301,217,221,81,81,62,93,98,91
Georgia,Amiodarone Hcl,66141,71049,76325,81574,"823,961,423",83946,83752,84920,82519
Georgia,Amitriptyline Hcl,150979,146362,134073,135933,"1,36,364",131300,125580,127553,122214
Georgia,Amlodipine Bes/Olmesartan Med,14737,14057,11337,10522,"72,471,147",8820,9917,8451,8110
Georgia,Amlodipine Besylate,1188202,1302533,1423106,1486026,"15,24,2391,582",1533666,1533646,1543348,1543013
Georgia,Amlodipine Besylate/Benazepril,111034,103716,93264,87472,"79,086,420",71050,65278,61354,59035
Georgia,Amlodipine/Atorvastatin,4145,3639,3063,2941,"2,606,111",2425,2981,3185,3134
Georgia,Amlodipine/Valsartan/Hcthiazid,9565,8777,6967,6338,"5,289,129",3987,2871,2914,632
Georgia,Ammonium Lactate,11176,11307,11064,11567,"11,021",11980,12943,12853,14746
Georgia,Amoxapine,300,405,418,474,451,82,114,44,37
Georgia,Amoxicillin,160285,182149,198604,204728,"2,17,080",222203,229049,205934,228766
Georgia,Amoxicillin/Potassium Clav,101617,108267,123836,134296,"3371,48,472",158453,170428,142660,152845
Georgia,Ampicillin Sodium,161,166,172,182,243,291,233,405,568
Georgia,Ampicillin Sodium/Sulbactam Na,186,153,198,187,19912,239,134,187,233
Georgia,Ampicillin Trihydrate,5261,5565,5570,5453,"5,161",3819,3607,3371,3078
Georgia,Anagrelide Hcl,1277,1305,1156,1001,"1,080",1042,922,722,619
Georgia,Anakinra,85,97,62,77,114,87,115,116,115
Georgia,Anastrozole,34255,37990,41292,43428,"45,913,147",46805,46928,45533,44724
Georgia,Apixaban,4566,32238,85120,154033,"2,16,951",309405,401815,482918,547001
Georgia,Apomorphine Hcl,29,70,98,129,162,287,326,282,325
Georgia,Apraclonidine Hcl,158,113,187,147,106,95,103,70,65
Georgia,Aprepitant,112,90,85,60,7235,97,60,73,100
Georgia,Arformoterol Tartrate,360,402,615,961,"1,075",957,755,580,395
Georgia,Aripiprazole,54111,58646,59418,65896,"54,422,657,025,855",78496,85378,91760,93351
Georgia,Armodafinil,3053,3635,3422,3460,"2,893,701",3646,3502,3351,3106
Georgia,Asenapine Maleate,3597,3530,3361,3336,"2,913",2616,2260,1929,1812
Georgia,Aspirin/Dipyridamole,32187,27854,22114,17854,"427,310,408",11265,9191,6815,4884
Georgia,Atazanavir Sulfate,8993,8495,8351,5456,"3,925",2995,1864,1403,990
Georgia,Atenolol,343543,345796,347706,338811,"2,97,863275",252927,232169,218318,205312
Georgia,Atenolol/Chlorthalidone,32606,32897,34080,32546,"28,388",24432,22247,20793,18838
Georgia,Atomoxetine Hcl,2130,2010,2394,2509,"12,551,454",2980,3601,3689,4100
Georgia,Atorvastatin Calcium,713280,869367,1042674,1217518,"13,44,6331,863",1438383,1500500,1565696,1610527
Georgia,Atovaquone,774,815,1051,888,93147,1192,1166,1496,1689
Georgia,Atovaquone/Proguanil Hcl,638,754,940,1025,"1,111",1281,1562,334,394
Georgia,Atropine Sulfate,1436,1848,1568,2556,"2,847",2930,3077,3807,4451
Georgia,Auranofin,53,48,46,32,17,14,17,12,16
Georgia,Axitinib,167,209,208,183,110,77,282,368,687
Georgia,Azathioprine,9515,10725,11637,12630,"401,262,754",12590,12001,11532,11329
Georgia,Azelaic Acid,1646,1766,1669,1075,"471,046",1118,1069,1144,1298
Georgia,Azelastine Hcl,28378,30697,34393,42029,"3,948,401",55020,63146,70040,75404
Georgia,Azelastine/Fluticasone,2919,5431,6175,5429,"4,335",3883,3655,3776,4255
Georgia,Azilsartan Med/Chlorthalidone,1349,1921,2176,2052,"2,062",2412,2747,2839,2793
Georgia,Azilsartan Medoxomil,1372,1839,1981,2074,"2,222",2475,2985,3182,2998
Georgia,Azithromycin,210253,213040,229272,232101,"7542,40,03540",240441,237412,212384,222321
Georgia,Aztreonam,172,200,227,199,39157,179,165,156,108
Georgia,Aztreonam Lysine,63,64,81,91,75,67,69,92,72
Georgia,Bacitracin,3264,3459,4005,3489,"3,135",2327,1735,1091,792
Georgia,Bacitracin/Polymyxin B Sulfate,1792,1784,1962,1587,19790282,1107,1275,994,1011
Georgia,Baclofen,76405,94621,109449,123861,"1,33,917",140477,145521,141694,140209
Georgia,Balsalazide Disodium,1754,2004,2332,2508,"2,445",2536,2497,2676,2635
Georgia,Beclomethasone Dipropionate,13894,14902,15714,11714,"229,625,188,450",6316,3152,2556,2066
Georgia,Belimumab,70,47,63,84,174,365,621,741,999
Georgia,Benazepril Hcl,125082,124677,125044,120132,"1,09,645",98859,91278,85322,78594
Georgia,Benazepril/Hydrochlorothiazide,30604,28684,26347,23984,"20,968",18264,15780,14164,12755
Georgia,Benztropine Mesylate,67089,69180,65816,63890,"67,947",68690,68916,67131,63234
Georgia,Bepotastine Besilate,708,733,720,735,851,1128,1155,965,983
Georgia,Besifloxacin Hcl,11082,14723,15146,15163,"12,878",11233,9666,5134,4274
Georgia,Betamethasone Dipropionate,7943,8286,9134,10288,"1,320,311",16632,16580,15836,15598
Georgia,Betamethasone Valerate,5413,5503,5679,5999,"6,626",6908,6213,5885,5451
Georgia,Betamethasone/Propylene Glyc,4659,4580,4522,4982,"6,128",7541,7977,7674,7029
Georgia,Betaxolol Hcl,2476,2118,1936,1700,"1,139,410",1440,1290,1224,1025
Georgia,Bethanechol Chloride,4826,5196,5287,5666,"6,262",5792,5320,5125,5052
Georgia,Bexarotene,44,63,61,68,3612,90,86,94,70
Georgia,Bicalutamide,9576,10002,10575,10488,"1,045,627",10276,9573,8620,7587
Georgia,Bimatoprost,54856,59495,60524,62362,"41,860,099",58035,56543,56666,57803
Georgia,Bismuth/Metronid/Tetracycline,255,311,218,176,161,146,140,136,108
Georgia,Bisoprolol Fumarate,21116,22201,23628,25911,"29,285",31362,29210,29769,31244
Georgia,Bortezomib,65,27,35,86,80,76,18,31,13
Georgia,Bosentan,2163,1643,1246,1052,807,721,590,553,446
Georgia,Bosutinib,47,137,126,142,174,184,301,352,399
Georgia,Brimonidine Tartrate,58382,60908,65478,68893,"2,292,647,894,101",71800,69257,68666,68090
Georgia,Brimonidine Tartrate/Timolol,29706,32400,36268,39530,"40,518",42060,40655,40038,38894
Georgia,Brinzolamide,13441,12432,11871,10649,"9,881",11506,8623,7379,6037
Georgia,Bromfenac Sodium,11011,11187,9117,8528,"172,510,147,197",10805,11828,10120,11252
Georgia,Bromocriptine Mesylate,1638,1684,1575,1395,"1,305,106",1446,1752,1472,1331
Georgia,Budesonide,8747,10084,11019,12010,"4,293,503,914,192,280,000",13052,14284,13861,12884
Georgia,Budesonide/Formoterol Fumarate,72107,89959,107645,122929,"1,14,827",118205,120078,123293,114145
Georgia,Bumetanide,29488,28855,32013,35312,"38,199",39008,42606,43560,43263
Georgia,Buprenorphine,2182,4590,6699,8869,"11,429,213",11528,13661,14893,16924
Georgia,Buprenorphine Hcl,1262,1604,2104,2478,"671,412,644",6432,13779,18225,18584
Georgia,Buprenorphine Hcl/Naloxone Hcl,10426,10584,10892,11078,"17,189,810,971,168",15110,17719,19506,21182
Georgia,Bupropion Hbr,159,151,90,68,63,73,105,164,170
Georgia,Bupropion Hcl,162618,179910,197221,218638,"25,96073,3971,34,0125924765012",239714,241089,238252,233471
Georgia,Buspirone Hcl,66562,74812,87190,101839,"1,19,012",138140,159859,178072,186749
Georgia,Butalb/Acetaminophen/Caffeine,674,26214,22867,20998,"250,301,459",24179,23628,25124,25007
Georgia,Butalbit/Acetamin/Caff/Codeine,2917,3033,2851,2026,"396,167,422",2017,1836,1602,1370
Georgia,Butalbital/Acetaminophen,58,853,701,515,69546,574,474,515,513
Georgia,Butalbital/Aspirin/Caffeine,212,3585,2788,2402,"279,938",2444,2351,1966,1597
Georgia,Butorphanol Tartrate,1759,1917,2042,2149,"2,215",2229,1750,1636,1446
Georgia,Cabergoline,1365,1414,1524,1756,"1,815",1999,2114,2010,2078
Georgia,Calcipotriene,1698,1630,1636,1727,"3,139",10672,12611,6202,5504
Georgia,Calcipotriene/Betamethasone,508,418,437,396,21977152,564,473,431,399
Georgia,"Calcitonin,salmon,synthetic",12699,10475,8969,8094,"718,024",6617,5838,5092,4518
Georgia,Calcitriol,47234,52257,58689,65078,"6,862,855,163",64457,59864,53154,49616
Georgia,Calcium Acetate,25292,26415,27520,28131,"2,835,444,304",27328,23851,19563,17037
Georgia,Canagliflozin,1689,11719,31180,42037,"40,717",30131,18636,18760,10283
Georgia,Canakinumab/Pf,24,42,28,28,28,27,16,26,37
Georgia,Candesartan Cilexetil,3085,3623,4069,4028,"2,343,545",4664,11035,10908,9657
Georgia,Candesartan/Hydrochlorothiazid,956,1004,1061,1020,83976,1108,2667,2683,2434
Georgia,Captopril,8326,7330,6367,5238,"4,268",3045,2404,2133,1763
Georgia,Carbamazepine,46562,47691,48324,49582,"319,701,082,756,630,000,000,000,000",46582,43936,40511,36818
Georgia,Carbidopa,458,421,423,403,33211,402,394,346,373
Georgia,Carbidopa/Levodopa,70605,79479,84670,89516,"809,101,482,715,761,000,000",97689,96507,90864,87049
Georgia,Carbidopa/Levodopa/Entacapone,4251,3999,3603,3362,"308,122",2463,2023,1765,1425
Georgia,Carbinoxamine Maleate,968,897,365,134,90,150,206,209,197
Georgia,Carisoprodol,89389,78895,53195,35503,"3,317,235",23439,24091,25281,24987
Georgia,Carteolol Hcl,753,755,763,782,648,596,531,591,477
Georgia,Carvedilol,514997,566339,611539,650017,"6,66,910390",660230,637866,614922,590923
Georgia,Carvedilol Phosphate,6146,5250,4420,3198,"1,052,433",2276,2030,1818,1855
Georgia,Cefaclor,673,506,458,395,404,332,309,327,355
Georgia,Cefazolin Sodium,565,699,901,1099,"1,038",1310,1532,1988,2042
Georgia,Cefdinir,21472,23691,30206,35048,"42,602",50252,59125,51586,57262
Georgia,Cefepime Hcl,947,1113,1172,988,"120,917",1533,1546,1564,1642
Georgia,Cefixime,836,760,597,466,42377,511,427,321,356
Georgia,Cefoxitin Sodium,52,71,132,145,134,137,134,87,125
Georgia,Cefpodoxime Proxetil,663,639,766,1038,"1,203",1153,1165,1405,1788
Georgia,Cefprozil,2974,2568,2677,2558,"2,394",2286,1893,1316,1216
Georgia,Ceftaroline Fosamil Acetate,156,203,231,192,137,158,176,188,150
Georgia,Ceftriaxone Sodium,8774,8578,9007,9240,"9,126",9721,10669,11174,9482
Georgia,Cefuroxime Axetil,42180,41611,46107,47109,"3,848,534",47313,45655,34859,32871
Georgia,Celecoxib,100668,92156,90303,90155,"161,092,771",96506,103492,107935,117652
Georgia,Cephalexin,119230,130770,139583,145259,"1,50,860",160479,167250,159878,165485
Georgia,Certolizumab Pegol,1107,1091,1159,1396,"1,277",1022,1100,1107,1230
Georgia,Cetirizine Hcl,359,378,387,474,455,386,446,569,651
Georgia,Cevimeline Hcl,1826,2029,2172,2036,"220,138",2222,2334,2316,2370
Georgia,Chlorambucil,434,461,425,369,324,329,146,104,49
Georgia,Chlordiazepoxide Hcl,2228,2726,2617,2926,"2,861",2842,2603,2329,1819
Georgia,Chlorhexidine Gluconate,21911,25023,28434,30472,"3,251,782,159",34958,38046,38258,45237
Georgia,Chloroquine Phosphate,278,258,150,94,148,126,155,142,115
Georgia,Chlorothiazide,453,451,428,392,399,389,298,60,11
Georgia,Chlorpromazine Hcl,5980,6304,6485,6272,"6,488",6314,6421,5954,5521
Georgia,Chlorthalidone,46419,52769,56172,62797,"67,507",73242,78610,78773,78801
Georgia,Chlorzoxazone,3190,2760,2266,1531,"185,598",2858,3070,2352,2177
Georgia,Cholestyramine (With Sugar),12434,13266,13760,14741,"1,497,918",15416,15485,14587,14850
Georgia,Cholestyramine/Aspartame,4768,4729,4778,4969,"24,582,821",5116,5850,5550,5072
Georgia,"Chorionic Gonadotropin, Human",56,52,31,41,2013,18,16,24,21
Georgia,Ciclesonide,1411,1339,975,691,26112636,403,3442,4750,4743
Georgia,Ciclopirox,5088,5377,6710,7594,"8,204",9739,11051,11305,11649
Georgia,Ciclopirox Olamine,3694,3652,3658,4210,"5,631",6247,6077,6758,7322
Georgia,Cilostazol,29588,29122,29181,28819,"27,957",25880,23847,22267,20635
Georgia,Cimetidine,3077,3159,2661,2345,"1,950",1663,928,4481,4319
Georgia,Cinacalcet Hcl,37347,41785,47519,50279,"52,673",8815,8049,8411,7050
Georgia,Ciprofloxacin,249,252,184,73,59,45,40,59,56
Georgia,Ciprofloxacin Hcl,211754,223656,230658,219742,"158132,04,052",192585,175961,162847,160783
Georgia,Ciprofloxacin Hcl/Dexameth,4613,4481,4401,5000,"5,022",5041,5206,4591,4907
Georgia,Ciprofloxacin/Hydrocortisone,513,430,383,292,268,257,258,259,220
Georgia,Citalopram Hydrobromide,342578,369635,374462,374030,"1413,65,308",338432,306903,282806,259414
Georgia,Clarithromycin,16968,15625,16132,15171,"13,743,650",12920,11793,8365,7612
Georgia,Clemastine Fumarate,2831,1916,1090,716,399,232,255,142,92
Georgia,Clindamycin Hcl,49682,55016,61517,66354,"69,464",72129,73996,70053,74498
Georgia,Clindamycin Palmitate Hcl,134,161,221,230,119136,267,259,265,245
Georgia,Clindamycin Phos/Benzoyl Perox,343,334,353,429,1619727118,564,625,540,614
Georgia,Clindamycin Phosphate,8724,9723,9862,9834,"2,211,181,000,316",12416,13657,12266,12831
Georgia,Clobazam,528,853,1143,1362,"1,446",1656,1687,1875,2176
Georgia,Clobetasol Propionate,46276,51189,50917,50024,"4,019,830",38807,40973,45325,52171
Georgia,Clobetasol Propionate/Emoll,1408,1468,1352,1280,83050,740,674,652,686
Georgia,Clocortolone Pivalate,258,324,234,123,5911,75,101,78,74
Georgia,Clomipramine Hcl,2576,2349,2263,3146,"4,348",2736,2241,1883,1833
Georgia,Clonazepam,250588,285973,298689,302994,"3,00,576273",283900,271120,269104,260530
Georgia,Clonidine,18371,17748,18081,19450,"408,413,919,114",20142,20067,19431,18743
Georgia,Clonidine Hcl,208240,212205,210660,206687,"481,95,214122",183126,168982,158051,145962
Georgia,Clopidogrel Bisulfate,500299,514898,524601,533421,"5,32,9631,239",513584,487038,465235,438132
Georgia,Clorazepate Dipotassium,11219,12626,12082,11250,"10,300",9015,7560,6615,6097
Georgia,Clotrimazole,10605,10703,11052,12666,"13,201",14461,14958,13527,13686
Georgia,Clotrimazole/Betamethasone Dip,38150,38273,36541,33677,"3,255,012",32364,38553,40486,39655
Georgia,Clozapine,12258,12177,12850,13331,"12,425,148,124,124",13191,12568,12261,12334
Georgia,Codeine Sulfate,328,424,437,356,345,301,289,198,174
Georgia,Codeine/Butalbital/Asa/Caffein,2776,2222,1937,1542,47496829,1281,1259,1086,847
Georgia,Colchicine,66044,67119,68450,68485,"4,129,724,616,356",64283,62639,60471,53499
Georgia,Colesevelam Hcl,36658,36577,33173,30053,"26,486",25273,24382,23079,19711
Georgia,Colestipol Hcl,5674,6477,7466,8619,"149,561",10263,11031,10921,11372
Georgia,Colistin (Colistimethate Na),114,133,169,226,213,258,330,206,139
Georgia,Collagenase Clostridium Hist.,10402,9209,8240,7914,"781,880",7973,8104,7735,6813
Georgia,Corticotropin,428,642,628,605,584,476,569,507,310
Georgia,Crizotinib,73,120,179,172,163,61,62,73,102
Georgia,Cromolyn Sodium,1568,1723,1793,1850,"2,048",2244,1990,1927,1599
Georgia,Cyclobenzaprine Hcl,172905,123478,137016,114045,"2451,73,759",181079,189330,197132,210461
Georgia,Cyclopentolate Hcl,1159,1295,825,1155,31969,1016,1022,849,504
Georgia,Cyclophosphamide,220,239,170,215,144,196,104,107,112
Georgia,Cyclosporine,32326,35786,39803,42688,"47,142,707,329,273",47122,44106,41809,47826
Georgia,"Cyclosporine, Modified",1639,1745,1721,1584,"117,419,052",1306,1311,1335,1246
Georgia,Cyproheptadine Hcl,11094,14566,9644,10280,"14,774",15794,16154,16500,16565
Georgia,Cysteamine Bitartrate,18,21,42,62,56,78,71,53,35
Georgia,Dabigatran Etexilate Mesylate,43172,42182,39844,39338,"36,573",32158,27980,24037,21400
Georgia,Dalfampridine,773,1011,1288,1395,"1,551",1872,1971,2202,2122
Georgia,Danazol,257,174,202,243,181,171,209,171,136
Georgia,Dantrolene Sodium,1061,1109,1191,1512,"1,751",1595,1528,1598,1450
Georgia,Dapsone,2889,2985,3145,2957,"643,050",3199,3326,3414,3102
Georgia,Daptomycin,1285,1456,1345,1630,72373736,2461,2848,2783,3613
Georgia,Darbepoetin Alfa In Polysorbat,673,614,428,402,423,379,268,142,133
Georgia,Darifenacin Hydrobromide,9939,4989,2448,1715,"1,048,165",1208,1334,1662,1846
Georgia,Darunavir Ethanolate,9671,12272,14526,12511,"10,981",9885,7797,6423,5353
Georgia,Dasatinib,630,882,1210,1343,"1,310",1221,1126,1137,1139
Georgia,Deferasirox,538,676,692,519,238435,658,693,615,560
Georgia,Deferiprone,15,48,58,62,76,78,76,40,75
Georgia,Demeclocycline Hcl,670,731,666,643,554,477,373,391,348
Georgia,Denosumab,1592,2816,3818,4435,"563,164",6790,8316,9172,10472
Georgia,Desipramine Hcl,2225,2234,2253,2219,"2,168",1924,1673,1593,1393
Georgia,Desloratadine,2358,2220,2190,2165,"832,247",2190,2616,2599,2555
Georgia,Desmopressin (Nonrefrigerated),67,164,280,427,23482,569,688,604,505
Georgia,Desmopressin Acetate,4247,4330,4443,4421,"264,533",5169,5948,5878,5485
Georgia,Desog-E.Estradiol/E.Estradiol,347,396,320,229,5.71519E+11,273,266,207,133
Georgia,Desogestrel-Ethinyl Estradiol,492,472,451,393,16411753744,324,287,301,306
Georgia,Desonide,13458,12557,9682,6405,"285,190",4264,4637,8380,5787
Georgia,Desoximetasone,5830,5126,4413,3435,"297,273",2671,2233,1867,1765
Georgia,Desvenlafaxine,33,161,167,167,211,251,191,239,218
Georgia,Desvenlafaxine Succinate,16641,15748,15468,15220,"91,095,803",16380,17421,17938,18536
Georgia,Dexamethasone,19168,21955,22977,25113,"26,552,164,087",27916,29969,42403,56089
Georgia,Dexlansoprazole,58272,57767,61339,61459,"59,149",54542,50561,48272,44203
Georgia,Dexmethylphenidate Hcl,472,450,451,599,4322802431,917,993,1078,1168
Georgia,Dextroamphetamine Sulfate,1740,1645,1781,1721,5695573661,1901,1803,1740,1737
Georgia,Dextroamphetamine/Amphetamine,26031,31470,37127,44114,"104,896,959,038,818",54299,56603,59948,60129
Georgia,Dextromethorphan Hbr/Quinidine,10402,12327,12489,15447,"16,379",13718,12296,8551,5830
Georgia,Dextrose 5 % And 0.9 % Nacl,142,112,127,150,233,223,274,365,271
Georgia,Dextrose 5 % In Water,175,167,260,270,244,315,305,365,284
Georgia,Diazepam,105672,117047,119354,118347,"451,18,411301",107470,98705,90729,87471
Georgia,Diclofenac Epolamine,3403,3175,1355,1076,935,1007,1315,1433,1249
Georgia,Diclofenac Potassium,5732,6138,6952,7760,"1,177,817,231",8301,2468,3513,3879
Georgia,Diclofenac Sodium,158785,178766,181573,194213,"1,54,5684,10576956,217",245056,290260,335594,310694
Georgia,Diclofenac Sodium/Misoprostol,3180,3010,2795,1785,"411,482",1407,1049,1054,885
Georgia,Dicloxacillin Sodium,914,852,793,712,668,663,653,585,529
Georgia,Dicyclomine Hcl,42583,51067,58967,64662,"1,169,084",75060,77682,78994,81706
Georgia,Diflorasone Diacetate,501,391,359,203,112,66,476,1391,368
Georgia,Diflunisal,1826,2053,1891,1665,"1,570",1206,888,695,650
Georgia,Difluprednate,18156,24020,25406,28183,"25,628",22264,17834,11213,8223
Georgia,Digoxin,152624,150262,135618,121221,"130,853,220,663,567,000",91799,75120,61807,53956
Georgia,Dihydroergotamine Mesylate,216,174,219,157,10432,402,163,233,354
Georgia,Diltiazem Hcl,242203,243916,245032,244496,"15,715,015,826,415,900,000,000,000,000,000,000,000,000,000,000,000",227306,213489,200214,187650
Georgia,Dimethyl Fumarate,1308,4355,5177,4843,"4,370",3683,3871,3708,3638
Georgia,"Diph,pertuss(Acell),tet Vac/Pf",2276,3686,4484,4439,"4,286",3596,5475,4957,4788
Georgia,Diphenhydramine Hcl,1624,1172,1173,1221,"1,415",1279,1343,1366,1165
Georgia,Diphenoxylate Hcl/Atropine,28898,32195,33775,34748,"3,392,248",30005,29005,27679,28158
